District,Grade,Year,Category,Number Tested,Mean Scale Score,Level 1 #,Level 1 %,Level 2 #,Level 2 %,Level 3 #,Level 3 %,Level 4 #,Level 4 %,#,%
9,6,2013,Female,1422,283,695,48.9,529,37.2,137,9.6,61,4.3,198,13.9
9,6,2014,Female,1334,284,623,46.7,478,35.8,140,10.5,93,7.0,233,17.5
9,6,2015,Female,1332,286,613,46.0,460,34.5,163,12.2,96,7.2,259,19.4
9,6,2016,Female,1250,285,508,40.6,515,41.2,143,11.4,84,6.7,227,18.2
9,6,2017,Female,1301,282,635,48.8,424,32.6,167,12.8,75,5.8,242,18.6
9,6,2018,Female,1313,592,603,45.9,375,28.6,233,17.7,102,7.8,335,25.5
9,7,2013,Female,1418,279,903,63.7,353,24.9,137,9.7,25,1.8,162,11.4
9,7,2014,Female,1387,285,803,57.9,401,28.9,154,11.1,29,2.1,183,13.2
9,7,2015,Female,1326,288,677,51.1,435,32.8,171,12.9,43,3.2,214,16.1
9,7,2016,Female,1282,288,652,50.9,418,32.6,158,12.3,54,4.2,212,16.5
9,7,2017,Female,1254,289,629,50.2,412,32.9,162,12.9,51,4.1,213,17.0
9,7,2018,Female,1268,592,612,48.3,353,27.8,206,16.2,97,7.6,303,23.9
9,8,2013,Female,1396,283,715,51.2,512,36.7,143,10.2,26,1.9,169,12.1
9,8,2014,Female,1282,280,728,56.8,368,28.7,141,11.0,45,3.5,186,14.5
9,8,2015,Female,1258,283,645,51.3,428,34.0,127,10.1,58,4.6,185,14.7
9,8,2016,Female,1209,284,580,48.0,432,35.7,143,11.8,54,4.5,197,16.3
9,8,2017,Female,1163,284,548,47.1,423,36.4,147,12.6,45,3.9,192,16.5
9,8,2018,Female,1081,596,488,45.1,328,30.3,174,16.1,91,8.4,265,24.5
9,All Grades,2013,Female,8390,282,4500,53.6,2769,33.0,898,10.7,223,2.7,1121,13.4
9,All Grades,2014,Female,8201,285,4135,50.4,2690,32.8,1005,12.3,371,4.5,1376,16.8
9,All Grades,2015,Female,8193,286,3954,48.3,2743,33.5,1104,13.5,392,4.8,1496,18.3
9,All Grades,2016,Female,8027,287,3694,46.0,2743,34.2,1099,13.7,491,6.1,1590,19.8
9,All Grades,2017,Female,7763,287,3605,46.4,2485,32.0,1157,14.9,516,6.6,1673,21.6
9,All Grades,2018,Female,7449,593,3258,43.7,2093,28.1,1370,18.4,728,9.8,2098,28.2
9,3,2013,Male,1598,279,864,54.1,500,31.3,179,11.2,55,3.4,234,14.6
9,3,2014,Male,1562,283,733,46.9,537,34.4,229,14.7,63,4.0,292,18.7
9,3,2015,Male,1556,283,782,50.3,474,30.5,224,14.4,76,4.9,300,19.3
9,3,2016,Male,1543,284,719,46.6,490,31.8,225,14.6,109,7.1,334,21.6
9,3,2017,Male,1431,285,633,44.2,418,29.2,249,17.4,131,9.2,380,26.6
9,3,2018,Male,1349,591,543,40.3,310,23.0,318,23.6,178,13.2,496,36.8
9,4,2013,Male,1467,279,789,53.8,489,33.3,135,9.2,54,3.7,189,12.9
9,4,2014,Male,1473,280,755,51.3,468,31.8,173,11.7,77,5.2,250,17.0
9,4,2015,Male,1513,279,770,50.9,503,33.2,180,11.9,60,4.0,240,15.9
9,4,2016,Male,1526,280,791,51.8,414,27.1,225,14.7,96,6.3,321,21.0
9,4,2017,Male,1417,281,708,50.0,429,30.3,184,13.0,96,6.8,280,19.8
9,4,2018,Male,1379,589,618,44.8,399,28.9,209,15.2,153,11.1,362,26.3
9,5,2013,Male,1449,280,927,64.0,344,23.7,153,10.6,25,1.7,178,12.3
9,5,2014,Male,1425,286,769,54.0,398,27.9,186,13.1,72,5.1,258,18.1
9,5,2015,Male,1436,285,796,55.4,389,27.1,183,12.7,68,4.7,251,17.5
9,5,2016,Male,1468,285,789,53.7,423,28.8,205,14.0,51,3.5,256,17.4
9,5,2017,Male,1431,284,804,56.2,344,24.0,209,14.6,74,5.2,283,19.8
9,5,2018,Male,1365,590,706,51.7,330,24.2,220,16.1,109,8.0,329,24.1
9,6,2013,Male,1487,279,774,52.1,541,36.4,123,8.3,49,3.3,172,11.6
9,6,2014,Male,1535,278,849,55.3,474,30.9,132,8.6,80,5.2,212,13.8
9,6,2015,Male,1420,278,776,54.6,428,30.1,146,10.3,70,4.9,216,15.2
9,6,2016,Male,1379,277,718,52.1,455,33.0,137,9.9,69,5.0,206,14.9
9,6,2017,Male,1375,275,784,57.0,421,30.6,113,8.2,57,4.1,170,12.4
9,6,2018,Male,1333,587,737,55.3,347,26.0,172,12.9,77,5.8,249,18.7
9,7,2013,Male,1581,278,1018,64.4,416,26.3,124,7.8,23,1.5,147,9.3
9,7,2014,Male,1469,280,905,61.6,420,28.6,118,8.0,26,1.8,144,9.8
9,7,2015,Male,1497,281,895,59.8,427,28.5,141,9.4,34,2.3,175,11.7
9,7,2016,Male,1416,279,863,60.9,400,28.2,120,8.5,33,2.3,153,10.8
9,7,2017,Male,1328,282,785,59.1,352,26.5,153,11.5,38,2.9,191,14.4
9,7,2018,Male,1366,588,775,56.7,373,27.3,148,10.8,70,5.1,218,16.0
9,8,2013,Male,1589,278,938,59.0,476,30.0,150,9.4,25,1.6,175,11.0
9,8,2014,Male,1415,279,790,55.8,445,31.4,146,10.3,34,2.4,180,12.7
9,8,2015,Male,1342,276,792,59.0,414,30.8,95,7.1,41,3.1,136,10.1
9,8,2016,Male,1383,274,832,60.2,402,29.1,100,7.2,49,3.5,149,10.8
9,8,2017,Male,1275,273,778,61.0,358,28.1,123,9.6,16,1.3,139,10.9
9,8,2018,Male,1178,592,635,53.9,340,28.9,133,11.3,70,5.9,203,17.2
9,All Grades,2013,Male,9171,279,5310,57.9,2766,30.2,864,9.4,231,2.5,1095,11.9
9,All Grades,2014,Male,8879,281,4801,54.1,2742,30.9,984,11.1,352,4.0,1336,15.0
9,All Grades,2015,Male,8764,281,4811,54.9,2635,30.1,969,11.1,349,4.0,1318,15.0
9,All Grades,2016,Male,8715,280,4712,54.1,2584,29.7,1012,11.6,407,4.7,1419,16.3
9,All Grades,2017,Male,8257,280,4492,54.4,2322,28.1,1031,12.5,412,5.0,1443,17.5
9,All Grades,2018,Male,7970,589,4014,50.4,2099,26.3,1200,15.1,657,8.2,1857,23.3
10,3,2013,Female,2063,292,803,38.9,801,38.8,325,15.8,134,6.5,459,22.2
10,3,2014,Female,2060,293,810,39.3,665,32.3,432,21.0,153,7.4,585,28.4
10,3,2015,Female,2230,292,887,39.8,784,35.2,388,17.4,171,7.7,559,25.1
10,3,2016,Female,2141,294,777,36.3,750,35.0,369,17.2,245,11.4,614,28.7
10,3,2017,Female,2052,291,806,39.3,672,32.7,369,18.0,205,10.0,574,28.0
10,3,2018,Female,2134,591,836,39.2,550,25.8,523,24.5,225,10.5,748,35.1
10,4,2013,Female,2017,291,754,37.4,764,37.9,359,17.8,140,6.9,499,24.7
10,4,2014,Female,2018,294,716,35.5,715,35.4,392,19.4,195,9.7,587,29.1
10,4,2015,Female,2035,291,789,38.8,667,32.8,389,19.1,190,9.3,579,28.5
10,4,2016,Female,2192,292,846,38.6,722,32.9,395,18.0,229,10.4,624,28.5
10,4,2017,Female,2119,289,879,41.5,690,32.6,324,15.3,226,10.7,550,26.0
10,4,2018,Female,2029,590,886,43.7,600,29.6,315,15.5,228,11.2,543,26.8
10,5,2013,Female,1917,288,1032,53.8,549,28.6,281,14.7,55,2.9,336,17.5
10,5,2014,Female,2002,296,862,43.1,647,32.3,339,16.9,154,7.7,493,24.6
10,5,2015,Female,1998,296,850,42.5,633,31.7,381,19.1,134,6.7,515,25.8
10,5,2016,Female,1974,293,881,44.6,648,32.8,310,15.7,135,6.8,445,22.5
10,5,2017,Female,2123,294,992,46.7,583,27.5,406,19.1,142,6.7,548,25.8
10,5,2018,Female,2048,592,941,45.9,577,28.2,331,16.2,199,9.7,530,25.9
10,6,2013,Female,1827,289,754,41.3,731,40.0,239,13.1,103,5.6,342,18.7
10,6,2014,Female,1858,289,752,40.5,698,37.6,262,14.1,146,7.9,408,22.0
10,6,2015,Female,1835,292,727,39.6,664,36.2,270,14.7,174,9.5,444,24.2
10,6,2016,Female,1844,293,644,34.9,745,40.4,273,14.8,182,9.9,455,24.7
10,6,2017,Female,1784,288,741,41.5,626,35.1,253,14.2,164,9.2,417,23.4
10,6,2018,Female,1943,591,892,45.9,567,29.2,331,17.0,153,7.9,484,24.9
10,7,2013,Female,1977,288,1074,54.3,617,31.2,235,11.9,51,2.6,286,14.5
10,7,2014,Female,1789,291,891,49.8,581,32.5,270,15.1,47,2.6,317,17.7
10,7,2015,Female,1819,291,857,47.1,628,34.5,258,14.2,76,4.2,334,18.4
10,7,2016,Female,1789,293,829,46.3,579,32.4,281,15.7,100,5.6,381,21.3
10,7,2017,Female,1805,294,796,44.1,622,34.5,295,16.3,92,5.1,387,21.4
10,7,2018,Female,1772,593,823,46.4,505,28.5,293,16.5,151,8.5,444,25.1
10,8,2013,Female,1859,288,841,45.2,748,40.2,220,11.8,50,2.7,270,14.5
10,8,2014,Female,1814,287,827,45.6,709,39.1,226,12.5,52,2.9,278,15.3
10,8,2015,Female,1558,288,717,46.0,599,38.4,174,11.2,68,4.4,242,15.5
10,8,2016,Female,1572,284,772,49.1,547,34.8,178,11.3,75,4.8,253,16.1
10,8,2017,Female,1535,287,700,45.6,576,37.5,200,13.0,59,3.8,259,16.9
10,8,2018,Female,1476,598,599,40.6,482,32.7,257,17.4,138,9.3,395,26.8
10,All Grades,2013,Female,11660,289,5258,45.1,4210,36.1,1659,14.2,533,4.6,2192,18.8
10,All Grades,2014,Female,11541,292,4858,42.1,4015,34.8,1921,16.6,747,6.5,2668,23.1
10,All Grades,2015,Female,11475,292,4827,42.1,3975,34.6,1860,16.2,813,7.1,2673,23.3
10,All Grades,2016,Female,11512,292,4749,41.3,3991,34.7,1806,15.7,966,8.4,2772,24.1
10,All Grades,2017,Female,11418,291,4914,43.0,3769,33.0,1847,16.2,888,7.8,2735,24.0
10,All Grades,2018,Female,11402,592,4977,43.7,3281,28.8,2050,18.0,1094,9.6,3144,27.6
10,3,2013,Male,2129,289,911,42.8,793,37.2,299,14.0,126,5.9,425,20.0
10,3,2014,Male,2238,291,883,39.5,773,34.5,404,18.1,178,8.0,582,26.0
10,3,2015,Male,2117,291,872,41.2,717,33.9,328,15.5,200,9.4,528,24.9
10,3,2016,Male,2172,290,852,39.2,736,33.9,349,16.1,235,10.8,584,26.9
10,3,2017,Male,2197,291,892,40.6,647,29.4,398,18.1,260,11.8,658,29.9
10,3,2018,Male,2111,590,894,42.3,531,25.2,447,21.2,239,11.3,686,32.5
10,4,2013,Male,2118,289,853,40.3,726,34.3,397,18.7,142,6.7,539,25.4
10,4,2014,Male,2126,291,864,40.6,699,32.9,352,16.6,211,9.9,563,26.5
10,4,2015,Male,2220,290,869,39.1,757,34.1,376,16.9,218,9.8,594,26.8
10,4,2016,Male,2111,290,892,42.3,638,30.2,343,16.2,238,11.3,581,27.5
10,4,2017,Male,2105,288,903,42.9,675,32.1,297,14.1,230,10.9,527,25.0
10,4,2018,Male,2113,591,929,44.0,572,27.1,328,15.5,284,13.4,612,29.0
10,5,2013,Male,2015,286,1136,56.4,516,25.6,277,13.7,86,4.3,363,18.0
10,5,2014,Male,2090,292,1010,48.3,582,27.8,361,17.3,137,6.6,498,23.8
10,5,2015,Male,2059,292,988,48.0,584,28.4,343,16.7,144,7.0,487,23.7
10,5,2016,Male,2141,293,990,46.2,639,29.8,346,16.2,166,7.8,512,23.9
10,5,2017,Male,2057,290,1051,51.1,500,24.3,354,17.2,152,7.4,506,24.6
10,5,2018,Male,2046,591,1053,51.5,466,22.8,329,16.1,198,9.7,527,25.8
10,6,2013,Male,2014,284,915,45.4,775,38.5,240,11.9,84,4.2,324,16.1
10,6,2014,Male,1960,284,922,47.0,676,34.5,219,11.2,143,7.3,362,18.5
10,6,2015,Male,1958,285,920,47.0,661,33.8,232,11.8,145,7.4,377,19.3
10,6,2016,Male,1885,286,808,42.9,657,34.9,237,12.6,183,9.7,420,22.3
10,6,2017,Male,1948,284,926,47.5,610,31.3,257,13.2,155,8.0,412,21.1
10,6,2018,Male,1931,590,968,50.1,505,26.2,301,15.6,157,8.1,458,23.7
10,7,2013,Male,2027,282,1224,60.4,563,27.8,182,9.0,58,2.9,240,11.8
10,7,2014,Male,1955,286,1079,55.2,591,30.2,236,12.1,49,2.5,285,14.6
10,7,2015,Male,1891,286,986,52.1,606,32.0,214,11.3,85,4.5,299,15.8
10,7,2016,Male,1946,286,1051,54.0,560,28.8,256,13.2,79,4.1,335,17.2
10,7,2017,Male,1837,289,941,51.2,543,29.6,259,14.1,94,5.1,353,19.2
10,7,2018,Male,1981,590,1041,52.5,501,25.3,303,15.3,136,6.9,439,22.2
10,8,2013,Male,2068,286,996,48.2,770,37.2,241,11.7,61,2.9,302,14.6
10,8,2014,Male,1929,283,953,49.4,721,37.4,210,10.9,45,2.3,255,13.2
10,8,2015,Male,1800,281,964,53.6,613,34.1,167,9.3,56,3.1,223,12.4
10,8,2016,Male,1644,280,903,54.9,494,30.0,164,10.0,83,5.0,247,15.0
10,8,2017,Male,1667,276,948,56.9,524,31.4,147,8.8,48,2.9,195,11.7
10,8,2018,Male,1562,594,804,51.5,445,28.5,196,12.5,117,7.5,313,20.0
10,All Grades,2013,Male,12371,286,6035,48.8,4143,33.5,1636,13.2,557,4.5,2193,17.7
10,All Grades,2014,Male,12298,288,5711,46.4,4042,32.9,1782,14.5,763,6.2,2545,20.7
10,All Grades,2015,Male,12045,288,5599,46.5,3938,32.7,1660,13.8,848,7.0,2508,20.8
10,All Grades,2016,Male,11899,288,5496,46.2,3724,31.3,1695,14.2,984,8.3,2679,22.5
10,All Grades,2017,Male,11811,287,5661,47.9,3499,29.6,1712,14.5,939,8.0,2651,22.4
10,All Grades,2018,Male,11744,591,5689,48.4,3020,25.7,1904,16.2,1131,9.6,3035,25.8
11,3,2013,Female,1573,294,590,37.5,588,37.4,273,17.4,122,7.8,395,25.1
11,3,2014,Female,1530,297,470,30.7,585,38.2,353,23.1,122,8.0,475,31.0
11,3,2015,Female,1535,295,526,34.3,576,37.5,302,19.7,131,8.5,433,28.2
11,3,2016,Female,1654,296,520,31.4,644,38.9,306,18.5,184,11.1,490,29.6
11,3,2017,Female,1596,296,516,32.3,533,33.4,358,22.4,189,11.8,547,34.3
11,3,2018,Female,1569,593,535,34.1,414,26.4,449,28.6,171,10.9,620,39.5
11,4,2013,Female,1505,294,484,32.2,650,43.2,268,17.8,103,6.8,371,24.7
11,4,2014,Female,1569,300,478,30.5,542,34.5,362,23.1,187,11.9,549,35.0
11,4,2015,Female,1561,294,536,34.3,583,37.3,283,18.1,159,10.2,442,28.3
11,4,2016,Female,1535,294,550,35.8,497,32.4,299,19.5,189,12.3,488,31.8
11,4,2017,Female,1680,292,639,38.0,574,34.2,283,16.8,184,11.0,467,27.8
11,4,2018,Female,1564,594,547,35.0,485,31.0,304,19.4,228,14.6,532,34.0
11,5,2013,Female,1554,293,737,47.4,467,30.1,271,17.4,79,5.1,350,22.5
11,5,2014,Female,1525,303,527,34.6,546,35.8,317,20.8,135,8.9,452,29.6
11,5,2015,Female,1526,303,519,34.0,498,32.6,377,24.7,132,8.7,509,33.4
11,5,2016,Female,1542,299,605,39.2,496,32.2,325,21.1,116,7.5,441,28.6
11,5,2017,Female,1478,298,616,41.7,409,27.7,314,21.2,139,9.4,453,30.6
11,5,2018,Female,1676,593,785,46.8,423,25.2,301,18.0,167,10.0,468,27.9
11,6,2013,Female,1544,292,580,37.6,639,41.4,201,13.0,124,8.0,325,21.0
11,6,2014,Female,1484,296,506,34.1,557,37.5,254,17.1,167,11.3,421,28.4
11,6,2015,Female,1445,297,503,34.8,529,36.6,236,16.3,177,12.2,413,28.6
11,6,2016,Female,1425,298,423,29.7,592,41.5,215,15.1,195,13.7,410,28.8
11,6,2017,Female,1416,296,474,33.5,505,35.7,234,16.5,203,14.3,437,30.9
11,6,2018,Female,1434,594,583,40.7,417,29.1,278,19.4,156,10.9,434,30.3
11,7,2013,Female,1509,290,765,50.7,514,34.1,185,12.3,45,3.0,230,15.2
11,7,2014,Female,1546,294,733,47.4,514,33.2,224,14.5,75,4.9,299,19.3
11,7,2015,Female,1488,297,598,40.2,520,34.9,268,18.0,102,6.9,370,24.9
11,7,2016,Female,1438,296,627,43.6,464,32.3,235,16.3,112,7.8,347,24.1
11,7,2017,Female,1422,298,564,39.7,493,34.7,267,18.8,98,6.9,365,25.7
11,7,2018,Female,1424,597,549,38.6,397,27.9,303,21.3,175,12.3,478,33.6
11,8,2013,Female,1545,289,684,44.3,619,40.1,189,12.2,53,3.4,242,15.7
11,8,2014,Female,1244,285,584,46.9,527,42.4,117,9.4,16,1.3,133,10.7
11,8,2015,Female,1417,290,644,45.4,540,38.1,157,11.1,76,5.4,233,16.4
11,8,2016,Female,1373,290,566,41.2,529,38.5,188,13.7,90,6.6,278,20.2
11,8,2017,Female,1239,287,565,45.6,476,38.4,149,12.0,49,4.0,198,16.0
11,8,2018,Female,1278,599,502,39.3,429,33.6,211,16.5,136,10.6,347,27.2
11,All Grades,2013,Female,9230,292,3840,41.6,3477,37.7,1387,15.0,526,5.7,1913,20.7
11,All Grades,2014,Female,8898,296,3298,37.1,3271,36.8,1627,18.3,702,7.9,2329,26.2
11,All Grades,2015,Female,8972,296,3326,37.1,3246,36.2,1623,18.1,777,8.7,2400,26.7
11,All Grades,2016,Female,8967,296,3291,36.7,3222,35.9,1568,17.5,886,9.9,2454,27.4
11,All Grades,2017,Female,8831,295,3374,38.2,2990,33.9,1605,18.2,862,9.8,2467,27.9
11,All Grades,2018,Female,8945,595,3501,39.1,2565,28.7,1846,20.6,1033,11.5,2879,32.2
11,3,2013,Male,1683,290,705,41.9,599,35.6,274,16.3,105,6.2,379,22.5
11,3,2014,Male,1767,293,630,35.7,648,36.7,348,19.7,141,8.0,489,27.7
11,3,2015,Male,1684,293,637,37.8,586,34.8,286,17.0,175,10.4,461,27.4
11,3,2016,Male,1623,294,563,34.7,573,35.3,314,19.3,173,10.7,487,30.0
11,3,2017,Male,1634,294,608,37.2,478,29.3,325,19.9,223,13.6,548,33.5
11,3,2018,Male,1685,591,626,37.2,486,28.8,401,23.8,172,10.2,573,34.0
11,4,2013,Male,1599,290,620,38.8,602,37.6,260,16.3,117,7.3,377,23.6
11,4,2014,Male,1618,295,570,35.2,558,34.5,321,19.8,169,10.4,490,30.3
11,4,2015,Male,1730,291,645,37.3,607,35.1,324,18.7,154,8.9,478,27.6
11,4,2016,Male,1631,292,637,39.1,494,30.3,307,18.8,193,11.8,500,30.7
11,4,2017,Male,1612,292,596,37.0,527,32.7,295,18.3,194,12.0,489,30.3
11,4,2018,Male,1630,594,607,37.2,459,28.2,302,18.5,262,16.1,564,34.6
11,5,2013,Male,1625,291,820,50.5,470,28.9,236,14.5,99,6.1,335,20.6
11,5,2014,Male,1619,296,719,44.4,509,31.4,265,16.4,126,7.8,391,24.2
11,5,2015,Male,1565,296,665,42.5,438,28.0,339,21.7,123,7.9,462,29.5
11,5,2016,Male,1680,295,727,43.3,533,31.7,299,17.8,121,7.2,420,25.0
11,5,2017,Male,1601,294,761,47.5,401,25.0,292,18.2,147,9.2,439,27.4
11,5,2018,Male,1639,592,777,47.4,373,22.8,310,18.9,179,10.9,489,29.8
11,6,2013,Male,1648,289,675,41.0,652,39.6,196,11.9,125,7.6,321,19.5
11,6,2014,Male,1545,291,595,38.5,572,37.0,222,14.4,156,10.1,378,24.5
11,6,2015,Male,1492,290,621,41.6,512,34.3,206,13.8,153,10.3,359,24.1
11,6,2016,Male,1478,288,600,40.6,538,36.4,188,12.7,152,10.3,340,23.0
11,6,2017,Male,1550,288,669,43.2,508,32.8,210,13.5,163,10.5,373,24.1
11,6,2018,Male,1552,592,739,47.6,409,26.4,233,15.0,171,11.0,404,26.0
11,7,2013,Male,1618,287,869,53.7,490,30.3,204,12.6,55,3.4,259,16.0
11,7,2014,Male,1675,290,857,51.2,545,32.5,207,12.4,66,3.9,273,16.3
11,7,2015,Male,1552,292,711,45.8,495,31.9,254,16.4,92,5.9,346,22.3
11,7,2016,Male,1498,290,776,51.8,428,28.6,195,13.0,99,6.6,294,19.6
11,7,2017,Male,1481,290,700,47.3,479,32.3,218,14.7,84,5.7,302,20.4
11,7,2018,Male,1592,592,783,49.2,404,25.4,254,16.0,151,9.5,405,25.4
11,8,2013,Male,1589,282,834,52.5,544,34.2,161,10.1,50,3.1,211,13.3
11,8,2014,Male,1419,280,757,53.3,517,36.4,122,8.6,23,1.6,145,10.2
11,8,2015,Male,1575,283,853,54.2,496,31.5,160,10.2,66,4.2,226,14.3
11,8,2016,Male,1463,284,706,48.3,507,34.7,168,11.5,82,5.6,250,17.1
11,8,2017,Male,1361,278,725,53.3,470,34.5,137,10.1,29,2.1,166,12.2
11,8,2018,Male,1423,594,692,48.6,458,32.2,185,13.0,88,6.2,273,19.2
11,All Grades,2013,Male,9762,288,4523,46.3,3357,34.4,1331,13.6,551,5.6,1882,19.3
11,All Grades,2014,Male,9643,291,4128,42.8,3349,34.7,1485,15.4,681,7.1,2166,22.5
11,All Grades,2015,Male,9598,291,4132,43.1,3134,32.7,1569,16.3,763,7.9,2332,24.3
11,All Grades,2016,Male,9373,291,4009,42.8,3073,32.8,1471,15.7,820,8.7,2291,24.4
11,All Grades,2017,Male,9239,290,4059,43.9,2863,31.0,1477,16.0,840,9.1,2317,25.1
11,All Grades,2018,Male,9521,592,4224,44.4,2589,27.2,1685,17.7,1023,10.7,2708,28.4
12,3,2013,Female,907,284,440,48.5,338,37.3,96,10.6,33,3.6,129,14.2
12,3,2014,Female,972,283,477,49.1,355,36.5,105,10.8,35,3.6,140,14.4
12,3,2015,Female,929,281,495,53.3,288,31.0,110,11.8,36,3.9,146,15.7
12,3,2016,Female,930,279,486,52.3,302,32.5,110,11.8,32,3.4,142,15.3
12,3,2017,Female,927,286,411,44.3,305,32.9,142,15.3,69,7.4,211,22.8
12,3,2018,Female,910,587,440,48.4,238,26.2,158,17.4,74,8.1,232,25.5
12,4,2013,Female,897,280,455,50.7,327,36.5,95,10.6,20,2.2,115,12.8
12,4,2014,Female,883,282,437,49.5,288,32.6,110,12.5,48,5.4,158,17.9
12,4,2015,Female,935,279,470,50.3,323,34.5,105,11.2,37,4.0,142,15.2
12,4,2016,Female,910,278,497,54.6,273,30.0,92,10.1,48,5.3,140,15.4
12,4,2017,Female,909,274,517,56.9,282,31.0,84,9.2,26,2.9,110,12.1
12,4,2018,Female,889,588,435,48.9,263,29.6,120,13.5,71,8.0,191,21.5
12,5,2013,Female,870,280,579,66.6,212,24.4,70,8.0,9,1.0,79,9.1
12,5,2014,Female,875,286,487,55.7,251,28.7,119,13.6,18,2.1,137,15.7
12,5,2015,Female,828,286,453,54.7,247,29.8,97,11.7,31,3.7,128,15.5
12,5,2016,Female,898,284,509,56.7,267,29.7,104,11.6,18,2.0,122,13.6
12,5,2017,Female,890,280,558,62.7,204,22.9,103,11.6,25,2.8,128,14.4
12,5,2018,Female,901,585,567,62.9,195,21.6,106,11.8,33,3.7,139,15.4
12,6,2013,Female,870,281,446,51.3,330,37.9,66,7.6,28,3.2,94,10.8
12,6,2014,Female,816,281,404,49.5,299,36.6,80,9.8,33,4.0,113,13.8
12,6,2015,Female,799,282,402,50.3,275,34.4,91,11.4,31,3.9,122,15.3
12,6,2016,Female,774,283,337,43.5,321,41.5,80,10.3,36,4.7,116,15.0
12,6,2017,Female,780,277,426,54.6,254,32.6,69,8.8,31,4.0,100,12.8
12,6,2018,Female,798,585,488,61.2,205,25.7,77,9.6,28,3.5,105,13.2
12,7,2013,Female,843,281,531,63.0,243,28.8,65,7.7,4,0.5,69,8.2
12,7,2014,Female,870,286,483,55.5,274,31.5,97,11.1,16,1.8,113,13.0
12,7,2015,Female,809,284,471,58.2,221,27.3,95,11.7,22,2.7,117,14.5
12,7,2016,Female,795,287,424,53.3,248,31.2,94,11.8,29,3.6,123,15.5
12,7,2017,Female,754,285,417,55.3,242,32.1,69,9.2,26,3.4,95,12.6
12,7,2018,Female,818,588,475,58.1,227,27.8,79,9.7,37,4.5,116,14.2
12,8,2013,Female,865,286,413,47.7,343,39.7,90,10.4,19,2.2,109,12.6
12,8,2014,Female,755,284,371,49.1,281,37.2,84,11.1,19,2.5,103,13.6
12,8,2015,Female,821,283,409,49.8,325,39.6,60,7.3,27,3.3,87,10.6
12,8,2016,Female,760,281,399,52.5,259,34.1,75,9.9,27,3.6,102,13.4
12,8,2017,Female,688,279,390,56.7,220,32.0,68,9.9,10,1.5,78,11.3
12,8,2018,Female,709,594,355,50.1,204,28.8,99,14.0,51,7.2,150,21.2
12,All Grades,2013,Female,5252,282,2864,54.5,1793,34.1,482,9.2,113,2.2,595,11.3
12,All Grades,2014,Female,5171,284,2659,51.4,1748,33.8,595,11.5,169,3.3,764,14.8
12,All Grades,2015,Female,5121,282,2700,52.7,1679,32.8,558,10.9,184,3.6,742,14.5
12,All Grades,2016,Female,5067,282,2652,52.3,1670,33.0,555,11.0,190,3.7,745,14.7
12,All Grades,2017,Female,4948,280,2719,55.0,1507,30.5,535,10.8,187,3.8,722,14.6
12,All Grades,2018,Female,5025,588,2760,54.9,1332,26.5,639,12.7,294,5.9,933,18.6
12,3,2013,Male,973,279,523,53.8,308,31.7,99,10.2,43,4.4,142,14.6
12,3,2014,Male,1040,281,537,51.6,336,32.3,130,12.5,37,3.6,167,16.1
12,3,2015,Male,948,281,505,53.3,291,30.7,113,11.9,39,4.1,152,16.0
12,3,2016,Male,975,276,539,55.3,287,29.4,103,10.6,46,4.7,149,15.3
12,3,2017,Male,966,283,483,50.0,286,29.6,130,13.5,67,6.9,197,20.4
12,3,2018,Male,945,587,437,46.2,247,26.1,179,18.9,82,8.7,261,27.6
12,4,2013,Male,908,280,474,52.2,308,33.9,96,10.6,30,3.3,126,13.9
12,4,2014,Male,937,279,486,51.9,291,31.1,108,11.5,52,5.5,160,17.1
12,4,2015,Male,1026,277,551,53.7,305,29.7,123,12.0,47,4.6,170,16.6
12,4,2016,Male,944,278,502,53.2,288,30.5,119,12.6,35,3.7,154,16.3
12,4,2017,Male,952,274,539,56.6,272,28.6,96,10.1,45,4.7,141,14.8
12,4,2018,Male,984,586,516,52.4,261,26.5,145,14.7,62,6.3,207,21.0
12,5,2013,Male,939,275,672,71.6,192,20.4,68,7.2,7,0.7,75,8.0
12,5,2014,Male,898,284,509,56.7,263,29.3,100,11.1,26,2.9,126,14.0
12,5,2015,Male,901,281,548,60.8,220,24.4,102,11.3,31,3.4,133,14.8
12,5,2016,Male,1001,282,597,59.6,251,25.1,110,11.0,43,4.3,153,15.3
12,5,2017,Male,921,277,609,66.1,196,21.3,101,11.0,15,1.6,116,12.6
12,5,2018,Male,963,585,625,64.9,190,19.7,102,10.6,46,4.8,148,15.4
12,6,2013,Male,917,280,468,51.0,352,38.4,76,8.3,21,2.3,97,10.6
12,6,2014,Male,904,277,506,56.0,290,32.1,71,7.9,37,4.1,108,11.9
12,6,2015,Male,893,278,486,54.4,271,30.3,95,10.6,41,4.6,136,15.2
12,6,2016,Male,861,276,460,53.4,284,33.0,74,8.6,43,5.0,117,13.6
12,6,2017,Male,893,272,538,60.2,249,27.9,72,8.1,34,3.8,106,11.9
12,6,2018,Male,831,584,535,64.4,191,23.0,77,9.3,28,3.4,105,12.6
12,7,2013,Male,954,275,639,67.0,235,24.6,71,7.4,9,0.9,80,8.4
12,7,2014,Male,943,283,561,59.5,270,28.6,90,9.5,22,2.3,112,11.9
12,7,2015,Male,895,279,552,61.7,242,27.0,81,9.1,20,2.2,101,11.3
12,7,2016,Male,875,284,489,55.9,238,27.2,116,13.3,32,3.7,148,16.9
