District,Grade,Year,Category,Number Tested,Mean Scale Score,Level 1 #,Level 1 %,Level 2 #,Level 2 %,Level 3 #,Level 3 %,Level 4 #,Level 4 %,#,%
4,3,2014,Female,504,301,154,30.6,153,30.4,129,25.6,68,13.5,197,39.1
4,3,2015,Female,452,299,149,33.0,156,34.5,79,17.5,68,15.0,147,32.5
4,3,2016,Female,463,302,124,26.8,165,35.6,95,20.5,79,17.1,174,37.6
4,3,2017,Female,438,301,146,33.3,125,28.5,81,18.5,86,19.6,167,38.1
4,3,2018,Female,438,597,134,30.6,107,24.4,114,26.0,83,18.9,197,45.0
4,4,2013,Female,505,296,170,33.7,201,39.8,88,17.4,46,9.1,134,26.5
4,4,2014,Female,513,291,203,39.6,172,33.5,92,17.9,46,9.0,138,26.9
4,4,2015,Female,496,295,182,36.7,150,30.2,92,18.5,72,14.5,164,33.1
4,4,2016,Female,454,294,172,37.9,140,30.8,73,16.1,69,15.2,142,31.3
4,4,2017,Female,455,296,161,35.4,147,32.3,70,15.4,77,16.9,147,32.3
4,4,2018,Female,420,595,155,36.9,118,28.1,84,20.0,63,15.0,147,35.0
4,5,2013,Female,540,292,265,49.1,167,30.9,80,14.8,28,5.2,108,20.0
4,5,2014,Female,487,304,172,35.3,150,30.8,111,22.8,54,11.1,165,33.9
4,5,2015,Female,468,299,186,39.7,145,31.0,94,20.1,43,9.2,137,29.3
4,5,2016,Female,485,300,196,40.4,128,26.4,107,22.1,54,11.1,161,33.2
4,5,2017,Female,447,301,187,41.8,100,22.4,110,24.6,50,11.2,160,35.8
4,5,2018,Female,437,596,179,41.0,96,22.0,86,19.7,76,17.4,162,37.1
4,6,2013,Female,529,292,191,36.1,239,45.2,61,11.5,38,7.2,99,18.7
4,6,2014,Female,515,292,202,39.2,196,38.1,69,13.4,48,9.3,117,22.7
4,6,2015,Female,483,296,176,36.4,191,39.5,71,14.7,45,9.3,116,24.0
4,6,2016,Female,461,295,155,33.6,186,40.3,65,14.1,55,11.9,120,26.0
4,6,2017,Female,471,294,195,41.4,135,28.7,73,15.5,68,14.4,141,29.9
4,6,2018,Female,454,596,180,39.6,121,26.7,87,19.2,66,14.5,153,33.7
4,7,2013,Female,521,290,270,51.8,170,32.6,64,12.3,17,3.3,81,15.5
4,7,2014,Female,532,293,242,45.5,192,36.1,69,13.0,29,5.5,98,18.4
4,7,2015,Female,506,295,221,43.7,167,33.0,89,17.6,29,5.7,118,23.3
4,7,2016,Female,491,296,224,45.6,154,31.4,74,15.1,39,7.9,113,23.0
4,7,2017,Female,442,295,192,43.4,150,33.9,75,17.0,25,5.7,100,22.6
4,7,2018,Female,474,596,199,42.0,121,25.5,90,19.0,64,13.5,154,32.5
4,8,2013,Female,554,292,238,43.0,217,39.2,78,14.1,21,3.8,99,17.9
4,8,2014,Female,490,295,175,35.7,209,42.7,76,15.5,30,6.1,106,21.6
4,8,2015,Female,454,288,211,46.5,177,39.0,50,11.0,16,3.5,66,14.5
4,8,2016,Female,423,283,219,51.8,137,32.4,50,11.8,17,4.0,67,15.8
4,8,2017,Female,318,286,156,49.1,101,31.8,45,14.2,16,5.0,61,19.2
4,8,2018,Female,277,594,142,51.3,82,29.6,31,11.2,22,7.9,53,19.1
4,All Grades,2013,Female,3174,293,1331,41.9,1186,37.4,465,14.7,192,6.0,657,20.7
4,All Grades,2014,Female,3041,296,1148,37.8,1072,35.3,546,18.0,275,9.0,821,27.0
4,All Grades,2015,Female,2859,296,1125,39.3,986,34.5,475,16.6,273,9.5,748,26.2
4,All Grades,2016,Female,2777,295,1090,39.3,910,32.8,464,16.7,313,11.3,777,28.0
4,All Grades,2017,Female,2571,296,1037,40.3,758,29.5,454,17.7,322,12.5,776,30.2
4,All Grades,2018,Female,2500,596,989,39.6,645,25.8,492,19.7,374,15.0,866,34.6
4,3,2013,Male,531,292,213,40.1,186,35.0,80,15.1,52,9.8,132,24.9
4,3,2014,Male,481,298,175,36.4,141,29.3,99,20.6,66,13.7,165,34.3
4,3,2015,Male,521,301,170,32.6,154,29.6,119,22.8,78,15.0,197,37.8
4,3,2016,Male,468,300,140,29.9,156,33.3,100,21.4,72,15.4,172,36.8
4,3,2017,Male,464,302,156,33.6,125,26.9,83,17.9,100,21.6,183,39.4
4,3,2018,Male,448,596,154,34.4,96,21.4,107,23.9,91,20.3,198,44.2
4,4,2013,Male,583,295,224,38.4,186,31.9,102,17.5,71,12.2,173,29.7
4,4,2014,Male,514,291,203,39.5,177,34.4,75,14.6,59,11.5,134,26.1
4,4,2015,Male,482,295,183,38.0,150,31.1,76,15.8,73,15.1,149,30.9
4,4,2016,Male,507,296,185,36.5,147,29.0,96,18.9,79,15.6,175,34.5
4,4,2017,Male,442,297,157,35.5,133,30.1,75,17.0,77,17.4,152,34.4
4,4,2018,Male,473,595,173,36.6,141,29.8,75,15.9,84,17.8,159,33.6
4,5,2013,Male,521,289,282,54.1,114,21.9,96,18.4,29,5.6,125,24.0
4,5,2014,Male,552,298,239,43.3,145,26.3,100,18.1,68,12.3,168,30.4
4,5,2015,Male,480,295,223,46.5,134,27.9,79,16.5,44,9.2,123,25.6
4,5,2016,Male,483,298,211,43.7,123,25.5,87,18.0,62,12.8,149,30.8
4,5,2017,Male,498,300,201,40.4,127,25.5,116,23.3,54,10.8,170,34.1
4,5,2018,Male,435,595,183,42.1,100,23.0,79,18.2,73,16.8,152,34.9
4,6,2013,Male,484,289,189,39.0,213,44.0,48,9.9,34,7.0,82,16.9
4,6,2014,Male,482,288,209,43.4,168,34.9,55,11.4,50,10.4,105,21.8
4,6,2015,Male,517,293,201,38.9,187,36.2,73,14.1,56,10.8,129,25.0
4,6,2016,Male,484,291,187,38.6,180,37.2,49,10.1,68,14.0,117,24.2
4,6,2017,Male,447,290,199,44.5,136,30.4,47,10.5,65,14.5,112,25.1
4,6,2018,Male,471,595,200,42.5,136,28.9,62,13.2,73,15.5,135,28.7
4,7,2013,Male,558,288,305,54.7,167,29.9,66,11.8,20,3.6,86,15.4
4,7,2014,Male,481,291,233,48.4,155,32.2,69,14.3,24,5.0,93,19.3
4,7,2015,Male,482,292,232,48.1,142,29.5,64,13.3,44,9.1,108,22.4
4,7,2016,Male,513,291,252,49.1,149,29.0,68,13.3,44,8.6,112,21.8
4,7,2017,Male,459,293,232,50.5,115,25.1,62,13.5,50,10.9,112,24.4
4,7,2018,Male,446,594,208,46.6,120,26.9,62,13.9,56,12.6,118,26.5
4,8,2013,Male,545,286,263,48.3,214,39.3,49,9.0,19,3.5,68,12.5
4,8,2014,Male,521,288,236,45.3,177,34.0,72,13.8,36,6.9,108,20.7
4,8,2015,Male,416,285,215,51.7,137,32.9,43,10.3,21,5.0,64,15.4
4,8,2016,Male,432,279,249,57.6,110,25.5,46,10.6,27,6.3,73,16.9
4,8,2017,Male,358,275,199,55.6,116,32.4,33,9.2,10,2.8,43,12.0
4,8,2018,Male,314,591,177,56.4,82,26.1,28,8.9,27,8.6,55,17.5
4,All Grades,2013,Male,3222,290,1476,45.8,1080,33.5,441,13.7,225,7.0,666,20.7
4,All Grades,2014,Male,3031,292,1295,42.7,963,31.8,470,15.5,303,10.0,773,25.5
4,All Grades,2015,Male,2898,294,1224,42.2,904,31.2,454,15.7,316,10.9,770,26.6
4,All Grades,2016,Male,2887,293,1224,42.4,865,30.0,446,15.4,352,12.2,798,27.6
4,All Grades,2017,Male,2668,294,1144,42.9,752,28.2,416,15.6,356,13.3,772,28.9
4,All Grades,2018,Male,2587,594,1095,42.3,675,26.1,413,16.0,404,15.6,817,31.6
5,3,2013,Female,483,284,229,47.4,175,36.2,67,13.9,12,2.5,79,16.4
5,3,2014,Female,421,282,211,50.1,152,36.1,41,9.7,17,4.0,58,13.8
5,3,2015,Female,461,287,225,48.8,143,31.0,65,14.1,28,6.1,93,20.2
5,3,2016,Female,388,287,160,41.2,141,36.3,63,16.2,24,6.2,87,22.4
5,3,2017,Female,416,290,163,39.2,148,35.6,71,17.1,34,8.2,105,25.2
5,3,2018,Female,371,591,143,38.5,105,28.3,83,22.4,40,10.8,123,33.2
5,4,2013,Female,441,281,231,52.4,141,32.0,59,13.4,10,2.3,69,15.6
5,4,2014,Female,463,283,235,50.8,141,30.5,64,13.8,23,5.0,87,18.8
5,4,2015,Female,418,279,223,53.3,125,29.9,54,12.9,16,3.8,70,16.7
5,4,2016,Female,451,280,238,52.8,126,27.9,61,13.5,26,5.8,87,19.3
5,4,2017,Female,379,283,176,46.4,133,35.1,50,13.2,20,5.3,70,18.5
5,4,2018,Female,397,589,188,47.4,110,27.7,62,15.6,37,9.3,99,24.9
5,5,2013,Female,385,278,262,68.1,95,24.7,24,6.2,4,1.0,28,7.3
5,5,2014,Female,376,283,219,58.2,101,26.9,46,12.2,10,2.7,56,14.9
5,5,2015,Female,412,288,228,55.3,124,30.1,50,12.1,10,2.4,60,14.6
5,5,2016,Female,389,284,221,56.8,115,29.6,37,9.5,16,4.1,53,13.6
5,5,2017,Female,421,290,218,51.8,115,27.3,73,17.3,15,3.6,88,20.9
5,5,2018,Female,359,591,176,49.0,95,26.5,62,17.3,26,7.2,88,24.5
5,6,2013,Female,454,284,226,49.8,157,34.6,36,7.9,35,7.7,71,15.6
5,6,2014,Female,395,283,194,49.1,124,31.4,41,10.4,36,9.1,77,19.5
5,6,2015,Female,363,283,193,53.2,93,25.6,39,10.7,38,10.5,77,21.2
5,6,2016,Female,376,287,161,42.8,141,37.5,29,7.7,45,12.0,74,19.7
5,6,2017,Female,363,278,206,56.7,91,25.1,22,6.1,44,12.1,66,18.2
5,6,2018,Female,385,590,205,53.2,92,23.9,42,10.9,46,11.9,88,22.9
5,7,2013,Female,436,279,278,63.8,118,27.1,28,6.4,12,2.8,40,9.2
5,7,2014,Female,447,285,261,58.4,134,30.0,36,8.1,16,3.6,52,11.6
5,7,2015,Female,388,286,219,56.4,112,28.9,36,9.3,21,5.4,57,14.7
5,7,2016,Female,343,281,222,64.7,63,18.4,30,8.7,28,8.2,58,16.9
5,7,2017,Female,382,287,225,58.9,91,23.8,35,9.2,31,8.1,66,17.3
5,7,2018,Female,356,589,201,56.5,80,22.5,35,9.8,40,11.2,75,21.1
5,8,2013,Female,475,282,252,53.1,166,34.9,43,9.1,14,2.9,57,12.0
5,8,2014,Female,407,276,232,57.0,150,36.9,24,5.9,1,0.2,25,6.1
5,8,2015,Female,411,275,253,61.6,135,32.8,18,4.4,5,1.2,23,5.6
5,8,2016,Female,350,272,218,62.3,110,31.4,20,5.7,2,0.6,22,6.3
5,8,2017,Female,290,264,205,70.7,74,25.5,10,3.4,1,0.3,11,3.8
5,8,2018,Female,337,591,196,58.2,101,30.0,29,8.6,11,3.3,40,11.9
5,All Grades,2013,Female,2674,281,1478,55.3,852,31.9,257,9.6,87,3.3,344,12.9
5,All Grades,2014,Female,2509,282,1352,53.9,802,32.0,252,10.0,103,4.1,355,14.1
5,All Grades,2015,Female,2453,283,1341,54.7,732,29.8,262,10.7,118,4.8,380,15.5
5,All Grades,2016,Female,2297,282,1220,53.1,696,30.3,240,10.4,141,6.1,381,16.6
5,All Grades,2017,Female,2251,283,1193,53.0,652,29.0,261,11.6,145,6.4,406,18.0
5,All Grades,2018,Female,2205,590,1109,50.3,583,26.4,313,14.2,200,9.1,513,23.3
5,3,2013,Male,482,280,244,50.6,162,33.6,60,12.4,16,3.3,76,15.8
5,3,2014,Male,511,280,256,50.1,152,29.7,83,16.2,20,3.9,103,20.2
5,3,2015,Male,427,283,224,52.5,119,27.9,63,14.8,21,4.9,84,19.7
5,3,2016,Male,397,284,182,45.8,126,31.7,62,15.6,27,6.8,89,22.4
5,3,2017,Male,433,285,198,45.7,130,30.0,71,16.4,34,7.9,105,24.2
5,3,2018,Male,442,590,171,38.7,125,28.3,93,21.0,53,12.0,146,33.0
5,4,2013,Male,482,278,283,58.7,126,26.1,59,12.2,14,2.9,73,15.1
5,4,2014,Male,450,279,226,50.2,143,31.8,65,14.4,16,3.6,81,18.0
5,4,2015,Male,495,279,263,53.1,143,28.9,67,13.5,22,4.4,89,18.0
5,4,2016,Male,425,277,235,55.3,118,27.8,55,12.9,17,4.0,72,16.9
5,4,2017,Male,441,278,225,51.0,136,30.8,57,12.9,23,5.2,80,18.1
5,4,2018,Male,441,587,228,51.7,124,28.1,60,13.6,29,6.6,89,20.2
5,5,2013,Male,457,275,322,70.5,90,19.7,39,8.5,6,1.3,45,9.8
5,5,2014,Male,418,280,263,62.9,99,23.7,45,10.8,11,2.6,56,13.4
5,5,2015,Male,423,280,250,59.1,118,27.9,43,10.2,12,2.8,55,13.0
5,5,2016,Male,475,286,251,52.8,126,26.5,77,16.2,21,4.4,98,20.6
5,5,2017,Male,371,284,216,58.2,77,20.8,61,16.4,17,4.6,78,21.0
5,5,2018,Male,437,588,250,57.2,92,21.1,66,15.1,29,6.6,95,21.7
5,6,2013,Male,504,281,260,51.6,158,31.3,48,9.5,38,7.5,86,17.1
5,6,2014,Male,509,279,286,56.2,127,25.0,52,10.2,44,8.6,96,18.9
5,6,2015,Male,464,279,267,57.5,110,23.7,43,9.3,44,9.5,87,18.8
5,6,2016,Male,425,279,226,53.2,127,29.9,35,8.2,37,8.7,72,16.9
5,6,2017,Male,473,277,263,55.6,132,27.9,40,8.5,38,8.0,78,16.5
5,6,2018,Male,394,589,229,58.1,87,22.1,45,11.4,33,8.4,78,19.8
5,7,2013,Male,541,282,347,64.1,128,23.7,43,7.9,23,4.3,66,12.2
5,7,2014,Male,515,284,306,59.4,137,26.6,48,9.3,24,4.7,72,14.0
5,7,2015,Male,517,281,296,57.3,148,28.6,48,9.3,25,4.8,73,14.1
5,7,2016,Male,450,283,291,64.7,85,18.9,35,7.8,39,8.7,74,16.4
5,7,2017,Male,435,281,268,61.6,107,24.6,37,8.5,23,5.3,60,13.8
5,7,2018,Male,489,586,296,60.5,108,22.1,56,11.5,29,5.9,85,17.4
5,8,2013,Male,568,279,322,56.7,188,33.1,50,8.8,8,1.4,58,10.2
5,8,2014,Male,484,274,294,60.7,154,31.8,35,7.2,1,0.2,36,7.4
5,8,2015,Male,452,269,299,66.2,128,28.3,18,4.0,7,1.5,25,5.5
5,8,2016,Male,458,269,296,64.6,128,27.9,32,7.0,2,0.4,34,7.4
5,8,2017,Male,349,261,253,72.5,83,23.8,13,3.7,0,0.0,13,3.7
5,8,2018,Male,356,587,235,66.0,82,23.0,30,8.4,9,2.5,39,11.0
5,All Grades,2013,Male,3034,279,1778,58.6,852,28.1,299,9.9,105,3.5,404,13.3
5,All Grades,2014,Male,2887,279,1631,56.5,812,28.1,328,11.4,116,4.0,444,15.4
5,All Grades,2015,Male,2778,278,1599,57.6,766,27.6,282,10.2,131,4.7,413,14.9
5,All Grades,2016,Male,2630,280,1481,56.3,710,27.0,296,11.3,143,5.4,439,16.7
5,All Grades,2017,Male,2502,278,1423,56.9,665,26.6,279,11.2,135,5.4,414,16.5
5,All Grades,2018,Male,2559,588,1409,55.1,618,24.2,350,13.7,182,7.1,532,20.8
6,3,2013,Female,1069,289,454,42.5,399,37.3,161,15.1,55,5.1,216,20.2
6,3,2014,Female,1029,292,373,36.2,402,39.1,187,18.2,67,6.5,254,24.7
6,3,2015,Female,922,295,317,34.4,358,38.8,163,17.7,84,9.1,247,26.8
6,3,2016,Female,906,294,314,34.7,331,36.5,144,15.9,117,12.9,261,28.8
6,3,2017,Female,861,298,247,28.7,311,36.1,202,23.5,101,11.7,303,35.2
6,3,2018,Female,863,595,253,29.3,244,28.3,266,30.8,100,11.6,366,42.4
6,4,2013,Female,1066,287,426,40.0,427,40.1,161,15.1,52,4.9,213,20.0
6,4,2014,Female,1055,293,380,36.0,379,35.9,199,18.9,97,9.2,296,28.1
6,4,2015,Female,1011,292,373,36.9,369,36.5,185,18.3,84,8.3,269,26.6
6,4,2016,Female,922,291,357,38.7,300,32.5,171,18.5,94,10.2,265,28.7
6,4,2017,Female,879,292,328,37.3,317,36.1,131,14.9,103,11.7,234,26.6
6,4,2018,Female,850,595,269,31.6,272,32.0,180,21.2,129,15.2,309,36.4
6,5,2013,Female,828,288,450,54.3,243,29.3,106,12.8,29,3.5,135,16.3
6,5,2014,Female,817,296,340,41.6,266,32.6,169,20.7,42,5.1,211,25.8
6,5,2015,Female,862,299,338,39.2,247,28.7,217,25.2,60,7.0,277,32.1
6,5,2016,Female,779,296,332,42.6,264,33.9,147,18.9,36,4.6,183,23.5
6,5,2017,Female,781,295,349,44.7,219,28.0,148,19.0,65,8.3,213,27.3
6,5,2018,Female,770,595,306,39.7,232,30.1,131,17.0,101,13.1,232,30.1
6,6,2013,Female,972,288,385,39.6,442,45.5,103,10.6,42,4.3,145,14.9
6,6,2014,Female,791,290,302,38.2,332,42.0,109,13.8,48,6.1,157,19.8
6,6,2015,Female,804,291,308,38.3,313,38.9,132,16.4,51,6.3,183,22.8
6,6,2016,Female,810,295,243,30.0,338,41.7,143,17.7,86,10.6,229,28.3
6,6,2017,Female,728,292,298,40.9,252,34.6,96,13.2,82,11.3,178,24.5
6,6,2018,Female,703,594,286,40.7,204,29.0,133,18.9,80,11.4,213,30.3
6,7,2013,Female,937,288,497,53.0,297,31.7,119,12.7,24,2.6,143,15.3
6,7,2014,Female,975,294,419,43.0,378,38.8,152,15.6,26,2.7,178,18.3
6,7,2015,Female,807,295,327,40.5,311,38.5,128,15.9,41,5.1,169,20.9
6,7,2016,Female,797,296,310,38.9,289,36.3,160,20.1,38,4.8,198,24.8
6,7,2017,Female,806,298,319,39.6,277,34.4,150,18.6,60,7.4,210,26.1
6,7,2018,Female,740,596,287,38.8,224,30.3,137,18.5,92,12.4,229,30.9
6,8,2013,Female,943,290,407,43.2,383,40.6,117,12.4,36,3.8,153,16.2
6,8,2014,Female,934,293,374,40.0,353,37.8,179,19.2,28,3.0,207,22.2
6,8,2015,Female,897,294,337,37.6,389,43.4,129,14.4,42,4.7,171,19.1
6,8,2016,Female,726,288,314,43.3,287,39.5,102,14.0,23,3.2,125,17.2
6,8,2017,Female,697,291,266,38.2,315,45.2,90,12.9,26,3.7,116,16.6
6,8,2018,Female,687,602,224,32.6,223,32.5,129,18.8,111,16.2,240,34.9
6,All Grades,2013,Female,5815,288,2619,45.0,2191,37.7,767,13.2,238,4.1,1005,17.3
6,All Grades,2014,Female,5601,293,2188,39.1,2110,37.7,995,17.8,308,5.5,1303,23.3
6,All Grades,2015,Female,5303,294,2000,37.7,1987,37.5,954,18.0,362,6.8,1316,24.8
6,All Grades,2016,Female,4940,293,1870,37.9,1809,36.6,867,17.6,394,8.0,1261,25.5
6,All Grades,2017,Female,4752,295,1807,38.0,1691,35.6,817,17.2,437,9.2,1254,26.4
6,All Grades,2018,Female,4613,596,1625,35.2,1399,30.3,976,21.2,613,13.3,1589,34.4
6,3,2013,Male,1081,285,521,48.2,329,30.4,173,16.0,58,5.4,231,21.4
6,3,2014,Male,1053,288,463,44.0,318,30.2,205,19.5,67,6.4,272,25.8
6,3,2015,Male,998,290,415,41.6,336,33.7,170,17.0,77,7.7,247,24.7
6,3,2016,Male,944,292,338,35.8,327,34.6,181,19.2,98,10.4,279,29.6
6,3,2017,Male,859,296,287,33.4,250,29.1,202,23.5,120,14.0,322,37.5
6,3,2018,Male,894,596,266,29.8,206,23.0,283,31.7,139,15.5,422,47.2
6,4,2013,Male,1108,285,492,44.4,392,35.4,166,15.0,58,5.2,224,20.2
6,4,2014,Male,1054,287,437,41.5,365,34.6,162,15.4,90,8.5,252,23.9
6,4,2015,Male,1002,289,406,40.5,327,32.6,183,18.3,86,8.6,269,26.8
6,4,2016,Male,958,288,402,42.0,296,30.9,178,18.6,82,8.6,260,27.1
6,4,2017,Male,914,292,340,37.2,306,33.5,146,16.0,122,13.3,268,29.3
6,4,2018,Male,833,594,291,34.9,238,28.6,174,20.9,130,15.6,304,36.5
6,5,2013,Male,932,286,522,56.0,240,25.8,139,14.9,31,3.3,170,18.2
6,5,2014,Male,922,291,457,49.6,234,25.4,172,18.7,59,6.4,231,25.1
6,5,2015,Male,816,290,408,50.0,220,27.0,132,16.2,56,6.9,188,23.0
6,5,2016,Male,820,293,386,47.1,229,27.9,150,18.3,55,6.7,205,25.0
6,5,2017,Male,813,293,383,47.1,201,24.7,173,21.3,56,6.9,229,28.2
6,5,2018,Male,810,592,375,46.3,208,25.7,140,17.3,87,10.7,227,28.0
6,6,2013,Male,906,286,384,42.4,375,41.4,113,12.5,34,3.8,147,16.2
6,6,2014,Male,903,285,391,43.3,331,36.7,131,14.5,50,5.5,181,20.0
6,6,2015,Male,888,286,388,43.7,316,35.6,129,14.5,55,6.2,184,20.7
6,6,2016,Male,800,285,360,45.0,270,33.8,92,11.5,78,9.8,170,21.3
6,6,2017,Male,761,286,346,45.5,236,31.0,96,12.6,83,10.9,179,23.5
6,6,2018,Male,761,591,363,47.7,201,26.4,120,15.8,77,10.1,197,25.9
6,7,2013,Male,1031,284,586,56.8,342,33.2,86,8.3,17,1.6,103,10.0
6,7,2014,Male,911,291,448,49.2,302,33.2,141,15.5,20,2.2,161,17.7
6,7,2015,Male,903,290,417,46.2,318,35.2,141,15.6,27,3.0,168,18.6
6,7,2016,Male,879,291,424,48.2,280,31.9,128,14.6,47,5.3,175,19.9
6,7,2017,Male,800,290,415,51.9,203,25.4,128,16.0,54,6.8,182,22.8
6,7,2018,Male,773,593,348,45.0,208,26.9,134,17.3,83,10.7,217,28.1
6,8,2013,Male,1059,286,497,46.9,414,39.1,120,11.3,28,2.6,148,14.0
6,8,2014,Male,1039,287,455,43.8,425,40.9,120,11.5,39,3.8,159,15.3
6,8,2015,Male,860,288,399,46.4,311,36.2,100,11.6,50,5.8,150,17.4
6,8,2016,Male,831,283,403,48.5,305,36.7,97,11.7,26,3.1,123,14.8
6,8,2017,Male,771,284,370,48.0,296,38.4,89,11.5,16,2.1,105,13.6
6,8,2018,Male,655,595,300,45.8,203,31.0,89,13.6,63,9.6,152,23.2
6,All Grades,2013,Male,6117,285,3002,49.1,2092,34.2,797,13.0,226,3.7,1023,16.7
6,All Grades,2014,Male,5882,288,2651,45.1,1975,33.6,931,15.8,325,5.5,1256,21.4
6,All Grades,2015,Male,5467,289,2433,44.5,1828,33.4,855,15.6,351,6.4,1206,22.1
6,All Grades,2016,Male,5232,289,2313,44.2,1707,32.6,826,15.8,386,7.4,1212,23.2
6,All Grades,2017,Male,4918,290,2141,43.5,1492,30.3,834,17.0,451,9.2,1285,26.1
6,All Grades,2018,Male,4726,594,1943,41.1,1264,26.7,940,19.9,579,12.3,1519,32.1
7,3,2013,Female,642,281,340,53.0,236,36.8,60,9.3,6,0.9,66,10.3
7,3,2014,Female,642,284,315,49.1,227,35.4,84,13.1,16,2.5,100,15.6
7,3,2015,Female,578,287,277,47.9,177,30.6,92,15.9,32,5.5,124,21.5
7,3,2016,Female,615,290,228,37.1,244,39.7,94,15.3,49,8.0,143,23.3
7,3,2017,Female,571,291,225,39.4,180,31.5,103,18.0,63,11.0,166,29.1
7,3,2018,Female,603,594,199,33.0,165,27.4,168,27.9,71,11.8,239,39.6
7,4,2013,Female,635,280,328,51.7,235,37.0,64,10.1,8,1.3,72,11.3
7,4,2014,Female,620,278,330,53.2,200,32.3,68,11.0,22,3.5,90,14.5
7,4,2015,Female,656,281,326,49.7,239,36.4,61,9.3,30,4.6,91,13.9
7,4,2016,Female,570,284,280,49.1,175,30.7,68,11.9,47,8.2,115,20.2
7,4,2017,Female,611,286,260,42.6,202,33.1,102,16.7,47,7.7,149,24.4
7,4,2018,Female,569,591,235,41.3,167,29.3,106,18.6,61,10.7,167,29.3
7,5,2013,Female,602,281,372,61.8,176,29.2,46,7.6,8,1.3,54,9.0
7,5,2014,Female,612,288,309,50.5,194,31.7,101,16.5,8,1.3,109,17.8
7,5,2015,Female,595,286,326,54.8,179,30.1,73,12.3,17,2.9,90,15.1
7,5,2016,Female,648,285,354,54.6,198,30.6,70,10.8,26,4.0,96,14.8
7,5,2017,Female,569,291,280,49.2,161,28.3,103,18.1,25,4.4,128,22.5
7,5,2018,Female,601,591,311,51.7,153,25.5,84,14.0,53,8.8,137,22.8
7,6,2013,Female,697,274,415,59.5,236,33.9,35,5.0,11,1.6,46,6.6
7,6,2014,Female,646,277,364,56.3,213,33.0,48,7.4,21,3.3,69,10.7
7,6,2015,Female,586,280,306,52.2,197,33.6,69,11.8,14,2.4,83,14.2
7,6,2016,Female,548,280,250,45.6,229,41.8,49,8.9,20,3.6,69,12.6
7,6,2017,Female,580,276,338,58.3,171,29.5,44,7.6,27,4.7,71,12.2
7,6,2018,Female,489,589,253,51.7,139,28.4,64,13.1,33,6.7,97,19.8
7,7,2013,Female,678,275,467,68.9,172,25.4,35,5.2,4,0.6,39,5.8
7,7,2014,Female,707,280,461,65.2,191,27.0,49,6.9,6,0.8,55,7.8
7,7,2015,Female,657,281,394,60.0,193,29.4,57,8.7,13,2.0,70,10.7
7,7,2016,Female,580,282,330,56.9,189,32.6,52,9.0,9,1.6,61,10.5
7,7,2017,Female,526,281,310,58.9,157,29.8,49,9.3,10,1.9,59,11.2
7,7,2018,Female,574,587,339,59.1,156,27.2,52,9.1,27,4.7,79,13.8
7,8,2013,Female,700,278,410,58.6,225,32.1,58,8.3,7,1.0,65,9.3
7,8,2014,Female,622,275,378,60.8,194,31.2,43,6.9,7,1.1,50,8.0
7,8,2015,Female,626,273,391,62.5,182,29.1,42,6.7,11,1.8,53,8.5
7,8,2016,Female,596,272,366,61.4,175,29.4,45,7.6,10,1.7,55,9.2
7,8,2017,Female,493,275,285,57.8,154,31.2,44,8.9,10,2.0,54,11.0
7,8,2018,Female,517,592,275,53.2,164,31.7,46,8.9,32,6.2,78,15.1
7,All Grades,2013,Female,3954,278,2332,59.0,1280,32.4,298,7.5,44,1.1,342,8.6
7,All Grades,2014,Female,3849,280,2157,56.0,1219,31.7,393,10.2,80,2.1,473,12.3
7,All Grades,2015,Female,3698,281,2020,54.6,1167,31.6,394,10.7,117,3.2,511,13.8
7,All Grades,2016,Female,3557,282,1808,50.8,1210,34.0,378,10.6,161,4.5,539,15.2
7,All Grades,2017,Female,3350,284,1698,50.7,1025,30.6,445,13.3,182,5.4,627,18.7
7,All Grades,2018,Female,3353,591,1612,48.1,944,28.2,520,15.5,277,8.3,797,23.8
7,3,2013,Male,765,280,409,53.5,256,33.5,85,11.1,15,2.0,100,13.1
7,3,2014,Male,742,280,390,52.6,233,31.4,92,12.4,27,3.6,119,16.0
7,3,2015,Male,698,285,335,48.0,233,33.4,91,13.0,39,5.6,130,18.6
7,3,2016,Male,651,288,281,43.2,214,32.9,103,15.8,53,8.1,156,24.0
7,3,2017,Male,686,289,301,43.9,194,28.3,108,15.7,83,12.1,191,27.8
7,3,2018,Male,655,592,248,37.9,158,24.1,166,25.3,83,12.7,249,38.0
7,4,2013,Male,753,278,406,53.9,249,33.1,83,11.0,15,2.0,98,13.0
7,4,2014,Male,719,282,348,48.4,245,34.1,91,12.7,35,4.9,126,17.5
7,4,2015,Male,720,280,368,51.1,222,30.8,97,13.5,33,4.6,130,18.1
7,4,2016,Male,672,285,314,46.7,194,28.9,107,15.9,57,8.5,164,24.4
7,4,2017,Male,644,282,308,47.8,205,31.8,85,13.2,46,7.1,131,20.3
7,4,2018,Male,663,591,276,41.6,187,28.2,128,19.3,72,10.9,200,30.2
7,5,2013,Male,666,278,435,65.3,161,24.2,61,9.2,9,1.4,70,10.5
7,5,2014,Male,691,285,380,55.0,202,29.2,85,12.3,24,3.5,109,15.8
7,5,2015,Male,686,286,353,51.5,206,30.0,108,15.7,19,2.8,127,18.5
7,5,2016,Male,701,282,403,57.5,180,25.7,87,12.4,31,4.4,118,16.8
7,5,2017,Male,640,288,325,50.8,188,29.4,103,16.1,24,3.8,127,19.8
